=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2022.09.25 20:12:54 =~=~=~=~=~=~=~=~=~=~=~=
10,time_sec,temperature_f
10,69.58
20,69.58
30,69.58
40,69.58
50,69.58
60,69.58
